frame_id,camera_path,lidar_path,radar_path,ego_vel,decision
n008-2018-08-27-11-48-51-0400__LIDAR_TOP__1535385099400097.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-27-11-48-51-0400__LIDAR_TOP__1535385099400097.pcd.bin,,,
n008-2018-08-27-11-48-51-0400__LIDAR_TOP__1535385099899436.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-27-11-48-51-0400__LIDAR_TOP__1535385099899436.pcd.bin,,,
n008-2018-08-27-11-48-51-0400__LIDAR_TOP__1535385100398781.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-27-11-48-51-0400__LIDAR_TOP__1535385100398781.pcd.bin,,,
n008-2018-08-27-11-48-51-0400__LIDAR_TOP__1535385100898103.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-27-11-48-51-0400__LIDAR_TOP__1535385100898103.pcd.bin,,,
n008-2018-08-27-11-48-51-0400__LIDAR_TOP__1535385101398009.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-27-11-48-51-0400__LIDAR_TOP__1535385101398009.pcd.bin,,,
n008-2018-08-27-11-48-51-0400__LIDAR_TOP__1535385101947644.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-27-11-48-51-0400__LIDAR_TOP__1535385101947644.pcd.bin,,,
n008-2018-08-27-11-48-51-0400__LIDAR_TOP__1535385102447561.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-27-11-48-51-0400__LIDAR_TOP__1535385102447561.pcd.bin,,,
n008-2018-08-27-11-48-51-0400__LIDAR_TOP__1535385102947981.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-27-11-48-51-0400__LIDAR_TOP__1535385102947981.pcd.bin,,,
n008-2018-08-27-11-48-51-0400__LIDAR_TOP__1535385103447886.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-27-11-48-51-0400__LIDAR_TOP__1535385103447886.pcd.bin,,,
n008-2018-08-27-11-48-51-0400__LIDAR_TOP__1535385103948321.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-27-11-48-51-0400__LIDAR_TOP__1535385103948321.pcd.bin,,,
n008-2018-08-27-11-48-51-0400__LIDAR_TOP__1535385104448758.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-27-11-48-51-0400__LIDAR_TOP__1535385104448758.pcd.bin,,,
n008-2018-08-27-11-48-51-0400__LIDAR_TOP__1535385104949764.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-27-11-48-51-0400__LIDAR_TOP__1535385104949764.pcd.bin,,,
n008-2018-08-27-11-48-51-0400__LIDAR_TOP__1535385105450180.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-27-11-48-51-0400__LIDAR_TOP__1535385105450180.pcd.bin,,,
n008-2018-08-27-11-48-51-0400__LIDAR_TOP__1535385105950634.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-27-11-48-51-0400__LIDAR_TOP__1535385105950634.pcd.bin,,,
n008-2018-08-27-11-48-51-0400__LIDAR_TOP__1535385106451625.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-27-11-48-51-0400__LIDAR_TOP__1535385106451625.pcd.bin,,,
n008-2018-08-27-11-48-51-0400__LIDAR_TOP__1535385106952072.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-27-11-48-51-0400__LIDAR_TOP__1535385106952072.pcd.bin,,,
n008-2018-08-27-11-48-51-0400__LIDAR_TOP__1535385107452513.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-27-11-48-51-0400__LIDAR_TOP__1535385107452513.pcd.bin,,,
n008-2018-08-27-11-48-51-0400__LIDAR_TOP__1535385107953148.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-27-11-48-51-0400__LIDAR_TOP__1535385107953148.pcd.bin,,,
n008-2018-08-27-11-48-51-0400__LIDAR_TOP__1535385108451734.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-27-11-48-51-0400__LIDAR_TOP__1535385108451734.pcd.bin,,,
n008-2018-08-27-11-48-51-0400__LIDAR_TOP__1535385108951051.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-27-11-48-51-0400__LIDAR_TOP__1535385108951051.pcd.bin,,,
n008-2018-08-27-11-48-51-0400__LIDAR_TOP__1535385109400618.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-27-11-48-51-0400__LIDAR_TOP__1535385109400618.pcd.bin,,,
n008-2018-08-27-11-48-51-0400__LIDAR_TOP__1535385109899957.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-27-11-48-51-0400__LIDAR_TOP__1535385109899957.pcd.bin,,,
n008-2018-08-27-11-48-51-0400__LIDAR_TOP__1535385110449087.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-27-11-48-51-0400__LIDAR_TOP__1535385110449087.pcd.bin,,,
n008-2018-08-27-11-48-51-0400__LIDAR_TOP__1535385110948962.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-27-11-48-51-0400__LIDAR_TOP__1535385110948962.pcd.bin,,,
n008-2018-08-27-11-48-51-0400__LIDAR_TOP__1535385111448839.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-27-11-48-51-0400__LIDAR_TOP__1535385111448839.pcd.bin,,,
n008-2018-08-27-11-48-51-0400__LIDAR_TOP__1535385111949270.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-27-11-48-51-0400__LIDAR_TOP__1535385111949270.pcd.bin,,,
n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489296012404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489296012404.jpg,,,,
n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489296512409,v1.0-mini/samples\CAM_FRONT\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489296512409.jpg,,,,
n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489297012404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489297012404.jpg,,,,
n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489297512404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489297512404.jpg,,,,
n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489298012404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489298012404.jpg,,,,
n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489298512404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489298512404.jpg,,,,
n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489299012404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489299012404.jpg,,,,
n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489299512404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489299512404.jpg,,,,
n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489300012404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489300012404.jpg,,,,
n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489300512404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489300512404.jpg,,,,
n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489301012404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489301012404.jpg,,,,
n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489301512404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489301512404.jpg,,,,
n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489302012404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489302012404.jpg,,,,
n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489302512404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489302512404.jpg,,,,
n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489303012421,v1.0-mini/samples\CAM_FRONT\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489303012421.jpg,,,,
n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489303412404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489303412404.jpg,,,,
n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489303912404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489303912404.jpg,,,,
n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489304412404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489304412404.jpg,,,,
n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489304912404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489304912404.jpg,,,,
n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489305412404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489305412404.jpg,,,,
n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489305912404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489305912404.jpg,,,,
n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489306412404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489306412404.jpg,,,,
n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489306912404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489306912404.jpg,,,,
n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489307412404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489307412404.jpg,,,,
n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489307912404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489307912404.jpg,,,,
n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489308362404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489308362404.jpg,,,,
n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489308862404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489308862404.jpg,,,,
n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489309362404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489309362404.jpg,,,,
n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489309862404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489309862404.jpg,,,,
n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489310362404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489310362404.jpg,,,,
n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489310912404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489310912404.jpg,,,,
n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489311362404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489311362404.jpg,,,,
n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489311862404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489311862404.jpg,,,,
n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489312362404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489312362404.jpg,,,,
n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489312862404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489312862404.jpg,,,,
n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489313362404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489313362404.jpg,,,,
n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489313862404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489313862404.jpg,,,,
n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489314362404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489314362404.jpg,,,,
n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489314862404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489314862404.jpg,,,,
n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489315412404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489315412404.jpg,,,,
n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489315912404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-28-16-43-51-0400__CAM_FRONT__1535489315912404.jpg,,,,
n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489296047917.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489296047917.pcd.bin,,,
n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489296547795.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489296547795.pcd.bin,,,
n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489297047675.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489297047675.pcd.bin,,,
n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489297547543.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489297547543.pcd.bin,,,
n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489298047428.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489298047428.pcd.bin,,,
n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489298547291.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489298547291.pcd.bin,,,
n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489299047201.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489299047201.pcd.bin,,,
n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489299547057.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489299547057.pcd.bin,,,
n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489300046941.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489300046941.pcd.bin,,,
n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489300546798.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489300546798.pcd.bin,,,
n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489301047243.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489301047243.pcd.bin,,,
n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489301547107.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489301547107.pcd.bin,,,
n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489302046988.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489302046988.pcd.bin,,,
n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489302547429.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489302547429.pcd.bin,,,
n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489303047308.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489303047308.pcd.bin,,,
n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489303447089.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489303447089.pcd.bin,,,
n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489303946971.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489303946971.pcd.bin,,,
n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489304446846.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489304446846.pcd.bin,,,
n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489304947267.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489304947267.pcd.bin,,,
n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489305447151.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489305447151.pcd.bin,,,
n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489305947019.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489305947019.pcd.bin,,,
n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489306446341.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489306446341.pcd.bin,,,
n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489306946757.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489306946757.pcd.bin,,,
n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489307446638.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489307446638.pcd.bin,,,
n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489307946546.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489307946546.pcd.bin,,,
n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489308396618.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489308396618.pcd.bin,,,
n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489308896501.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489308896501.pcd.bin,,,
n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489309396386.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489309396386.pcd.bin,,,
n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489309896252.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489309896252.pcd.bin,,,
n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489310396680.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489310396680.pcd.bin,,,
n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489310946883.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489310946883.pcd.bin,,,
n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489311396995.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489311396995.pcd.bin,,,
n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489311897421.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489311897421.pcd.bin,,,
n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489312397873.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489312397873.pcd.bin,,,
n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489312897804.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489312897804.pcd.bin,,,
n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489313398193.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489313398193.pcd.bin,,,
n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489313898578.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489313898578.pcd.bin,,,
n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489314398452.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489314398452.pcd.bin,,,
n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489314898335.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489314898335.pcd.bin,,,
n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489315448527.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489315448527.pcd.bin,,,
n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489315948406.pcd,,v1.0-mini/samples\LIDAR_TOP\n008-2018-08-28-16-43-51-0400__LIDAR_TOP__1535489315948406.pcd.bin,,,
n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657108262404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657108262404.jpg,,,,
n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657108762404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657108762404.jpg,,,,
n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657109262404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657109262404.jpg,,,,
n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657109762404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657109762404.jpg,,,,
n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657110162404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657110162404.jpg,,,,
n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657110612404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657110612404.jpg,,,,
n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657111112404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657111112404.jpg,,,,
n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657111612404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657111612404.jpg,,,,
n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657112112404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657112112404.jpg,,,,
n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657112612404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657112612404.jpg,,,,
n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657113112404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657113112404.jpg,,,,
n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657113612404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657113612404.jpg,,,,
n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657114112404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657114112404.jpg,,,,
n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657114612404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657114612404.jpg,,,,
n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657115112404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657115112404.jpg,,,,
n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657115612404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657115612404.jpg,,,,
n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657116112404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657116112404.jpg,,,,
n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657116612404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657116612404.jpg,,,,
n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657117112404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657117112404.jpg,,,,
n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657117612404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657117612404.jpg,,,,
n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657118112404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657118112404.jpg,,,,
n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657118612404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657118612404.jpg,,,,
n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657119112404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657119112404.jpg,,,,
n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657119612404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657119612404.jpg,,,,
n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657120112404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657120112404.jpg,,,,
n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657120612404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657120612404.jpg,,,,
n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657121112404,v1.0-mini/samples\CAM_FRONT\n008-2018-08-30-15-16-55-0400__CAM_FRONT__1535657121112404.jpg,,,,
